[[5.]],[[4.22081101]]
[[4.]],[[4.21548312]]
[[3.]],[[3.92500568]]
[[3.]],[[4.20487845]]
[[5.]],[[4.17488522]]
[[5.]],[[4.67832696]]
[[5.]],[[4.67688015]]
[[4.]],[[4.44545535]]
[[5.]],[[4.52735919]]
[[5.]],[[4.46339741]]
[[3.]],[[4.52559499]]
[[5.]],[[4.93003767]]
[[4.]],[[4.92189777]]
[[5.]],[[4.76899598]]
[[5.]],[[4.64403016]]
[[4.]],[[4.73655508]]
[[3.]],[[3.81193488]]
[[2.]],[[2.70245539]]
[[2.]],[[4.4051052]]
[[5.]],[[2.70328282]]
[[5.]],[[4.43557927]]
[[5.]],[[4.62055755]]
[[5.]],[[4.65385144]]
[[4.]],[[4.16292527]]
[[5.]],[[4.20493882]]
[[3.]],[[4.65483039]]
[[5.]],[[4.65498906]]
[[4.]],[[3.88107111]]
[[4.]],[[2.68812528]]
[[5.]],[[4.46405363]]
[[5.]],[[3.66008333]]
[[4.]],[[3.91740234]]
[[5.]],[[4.59141191]]
[[2.]],[[2.6800682]]
[[5.]],[[4.58917322]]
[[4.]],[[4.39385949]]
[[5.]],[[4.68869269]]
[[5.]],[[4.46685103]]
[[4.]],[[4.00270867]]
[[5.]],[[4.3612583]]
[[5.]],[[4.4552411]]
[[4.]],[[3.98585726]]
[[4.]],[[4.38350343]]
[[5.]],[[4.70413748]]
[[5.]],[[4.73375493]]
[[4.]],[[3.86628422]]
[[4.]],[[4.29160459]]
[[4.]],[[3.95479803]]
[[5.]],[[3.96949541]]
[[5.]],[[4.32711148]]
[[5.]],[[3.80215367]]
[[5.]],[[3.7949874]]
[[5.]],[[4.71677287]]
[[5.]],[[4.47949586]]
[[3.]],[[3.69580998]]
[[5.]],[[4.41167159]]
[[3.]],[[4.49673014]]
[[5.]],[[3.79164058]]
[[5.]],[[3.5748163]]
[[5.]],[[4.4962752]]
[[4.]],[[3.62551471]]
[[4.]],[[3.70376499]]
[[5.]],[[4.75277924]]
[[4.]],[[3.61039852]]
[[4.]],[[3.85960424]]
[[3.]],[[4.40094078]]
[[4.]],[[3.93820125]]
[[5.]],[[4.39248814]]
[[5.]],[[4.40017791]]
[[4.]],[[4.25175411]]
[[5.]],[[3.93411418]]
[[5.]],[[3.54146478]]
[[5.]],[[3.69016764]]
[[4.]],[[4.24615495]]
[[5.]],[[4.65193489]]
[[2.]],[[2.62936931]]
[[4.]],[[4.48565575]]
[[5.]],[[4.37521297]]
[[5.]],[[3.44173676]]
[[3.]],[[3.52688126]]
[[4.]],[[3.11373072]]
[[4.]],[[3.91571099]]
[[5.]],[[4.08469128]]
[[5.]],[[4.04823002]]
[[5.]],[[4.47670337]]
[[3.]],[[4.459504]]
